"MONTH","DAYTYPE","ROUTEA","DIRECTION","SORTORDER","CTASTOPID","STREET","CROSS_ST","BOARDINGS"
"November 2024","Weekday","3","South","750","2222","KING DRIVE","GARFIELD (north leg)","89.423"
"November 2024","Weekday","3","South","760","2223","KING DRIVE","GARFIELD (south leg)","88.489"
"November 2024","Weekday","3","South","770","2224","KING DRIVE","56TH STREET","16.616"
"November 2024","Weekday","3","South","780","2225","KING DRIVE","57TH STREET","21.702"
"November 2024","Weekday","3","South","790","2226","KING DRIVE","58TH STREET","27.579"
"November 2024","Weekday","3","South","800","2227","KING DRIVE","59TH STREET","21.945"
"November 2024","Weekday","3","South","810","2228","KING DRIVE","60TH STREET","40.306"
"November 2024","Weekday","3","South","820","2229","KING DRIVE","61ST STREET","79.14"
"November 2024","Weekday","3","South","830","2230","KING DRIVE","62ND STREET","22.573"
"November 2024","Weekday","3","South","860","15537","KING DRIVE","63RD STREET","207.223"
"November 2024","Weekday","3","South","870","2232","KING DRIVE","64TH STREET","48.968"
"November 2024","Weekday","3","South","880","2233","KING DRIVE","65TH STREET","82.933"
"November 2024","Weekday","3","South","890","2234","KING DRIVE","66TH STREET","39.156"
"November 2024","Weekday","3","South","900","2235","KING DRIVE","MARQUETTE RD","7.748"
"November 2024","Weekday","3","South","910","2236","KING DRIVE","MARQUETTE RD/S. CHICAGO","10.37"
"November 2024","Weekday","3","South","920","2237","KING DRIVE","ANTHONY","5.315"
"November 2024","Weekday","3","South","930","2238","KING DRIVE","69TH STREET","41.411"
"November 2024","Weekday","3","South","940","2239","KING DRIVE","70TH STREET","11.603"
"November 2024","Weekday","3","South","950","2240","KING DRIVE","71ST STREET","97.859"
"November 2024","Weekday","3","South","960","2241","KING DRIVE","72ND STREET","11.686"
"November 2024","Weekday","3","South","970","2242","KING DRIVE","73RD STREET","13.842"
"November 2024","Weekday","3","South","980","2243","KING DRIVE","74TH STREET","8.39"
"November 2024","Weekday","3","South","990","2244","KING DRIVE","75TH STREET","68.623"
"November 2024","Weekday","3","South","1000","2245","KING DRIVE","76TH STREET","13.433"
"November 2024","Weekday","3","South","1010","2246","KING DRIVE","77TH STREET","5.052"
"November 2024","Weekday","3","South","1020","2247","KING DRIVE","78TH STREET","9.187"
"November 2024","Weekday","3","South","1050","17363","KING DRIVE","79TH STREET","92.523"
"November 2024","Weekday","3","South","1060","2249","KING DRIVE","80TH STREET","11.109"
"November 2024","Weekday","3","South","1070","2250","KING DRIVE","81ST STREET","15.855"
"November 2024","Weekday","3","South","1080","2251","KING DRIVE","82ND STREET","13.956"
"November 2024","Weekday","3","South","1090","2252","KING DRIVE","83RD STREET","22.333"
"November 2024","Weekday","3","South","1100","2253","KING DRIVE","84TH STREET","3.58"
"November 2024","Weekday","3","South","1110","2254","KING DRIVE","85TH STREET","3.267"
"November 2024","Weekday","3","South","1120","2255","KING DRIVE","86TH STREET","2.322"
"November 2024","Weekday","3","South","1130","2256","KING DRIVE","87TH STREET","45.92"
"November 2024","Weekday","3","South","1140","2257","KING DRIVE","88TH STREET","3.072"
"November 2024","Weekday","3","South","1150","2258","KING DRIVE","89TH STREET","8.215"
"November 2024","Weekday","3","South","1160","2259","KING DRIVE","90TH STREET","4.529"
"November 2024","Weekday","3","South","1170","2260","KING DRIVE","91ST STREET","8.918"
"November 2024","Weekday","3","South","1180","2261","KING DRIVE","BURNSIDE","3.72"
"November 2024","Weekday","3","South","1190","2262","KING DRIVE","93RD STREET","5.397"
"November 2024","Weekday","3","South","1200","2263","KING DRIVE","94TH STREET","5.491"
"November 2024","Weekday","3","South","1210","17754","95TH STREET","KING DRIVE","7.806"
"November 2024","Weekday","3","South","1220","2980","95TH STREET","FOREST","2.884"
"November 2024","Weekday","3","South","1230","2981","95TH STREET","INDIANA","0.845"
"November 2024","Weekday","3","South","1240","18630","MICHIGAN","95TH STREET","1.941"
"November 2024","Weekday","3","South","1250","7529","MICHIGAN","96TH STREET","0.953"
"November 2024","Weekday","3","South","1260","7530","MICHIGAN","97TH STREET","1.043"
"November 2024","Weekday","3","South","1270","7531","MICHIGAN","98TH STREET","5.684"
"November 2024","Weekday","3","South","1290","15999","STATE","95TH STREET","0.484"
"November 2024","Weekday","4","North","20","18241","FRONT","115TH ST","58.328"
"November 2024","Weekday","4","North","30","14050","KING DRIVE","113TH STREET","17.088"
"November 2024","Weekday","4","North","40","14051","KING DRIVE","112TH STREET","6.776"
"November 2024","Weekday","4","North","50","14052","KING DRIVE","111TH STREET","42.852"
"November 2024","Weekday","4","North","60","2893","111TH STREET","VERNON","19.963"
"November 2024","Weekday","4","North","70","17676","COTTAGE GROVE","111TH STREET","50.93"
"November 2024","Weekday","4","North","80","2962","COTTAGE GROVE","11000 SOUTH","5.05"
"November 2024","Weekday","4","North","90","15157","COTTAGE GROVE","109TH STREET","10.511"
"November 2024","Weekday","4","North","100","2964","COTTAGE GROVE","108TH STREET","2.059"
"November 2024","Weekday","4","North","110","14553","COTTAGE GROVE","107TH STREET","14.316"
"November 2024","Weekday","4","North","120","2966","COTTAGE GROVE","106TH STREET","4.121"
"November 2024","Weekday","4","North","130","2967","COTTAGE GROVE","105TH STREET","16.46"
"November 2024","Weekday","4","North","140","2968","COTTAGE GROVE","104TH STREET","13.095"
"November 2024","Weekday","4","North","150","15033","COTTAGE GROVE","103RD STREET","41.449"
"November 2024","Weekday","4","North","160","2970","COTTAGE GROVE","10200 SOUTH","12.886"
"November 2024","Weekday","4","North","170","2971","COTTAGE GROVE","101ST STREET","7.926"
"November 2024","Weekday","4","North","180","2972","COTTAGE GROVE","100TH STREET","14.624"
"November 2024","Weekday","4","North","190","2973","COTTAGE GROVE","99TH STREET","3.874"
"November 2024","Weekday","4","North","200","2974","COTTAGE GROVE","98TH STREET","12.55"
"November 2024","Weekday","4","North","210","2975","COTTAGE GROVE","9700 SOUTH","18.329"
"November 2024","Weekday","4","North","220","2976","COTTAGE GROVE","9600 SOUTH","0.517"
"November 2024","Weekday","4","North","230","2977","COTTAGE GROVE","100' S. OF 95TH STREET","8.069"
"November 2024","Weekday","4","North","250","15999","STATE","95TH STREET","15.95"
"November 2024","Weekday","4","North","260","2816","95TH STREET","MICHIGAN","4.19"
"November 2024","Weekday","4","North","270","2817","95TH STREET","INDIANA","0.368"
"November 2024","Weekday","4","North","280","2818","95TH STREET","FOREST","0.989"
"November 2024","Weekday","4","North","290","2264","95TH STREET","KING DRIVE","3.296"
"November 2024","Weekday","4","North","300","2265","95TH STREET","EBERHART","0.064"
"November 2024","Weekday","4","North","310","2266","95TH STREET","ST. LAWRENCE","0.198"
"November 2024","Weekday","4","North","320","2461","95TH STREET","LANGLEY","0.758"
"November 2024","Weekday","4","North","330","2462","COTTAGE GROVE","95TH STREET","108.186"
"November 2024","Weekday","4","North","350","2464","COTTAGE GROVE","93RD STREET","105.281"
"November 2024","Weekday","4","North","360","2465","COTTAGE GROVE","92ND STREET","33.643"
"November 2024","Weekday","4","North","370","2466","COTTAGE GROVE","91ST STREET","73.599"
"November 2024","Weekday","4","North","380","2467","COTTAGE GROVE","90TH STREET","41.757"
"November 2024","Weekday","4","North","390","2468","COTTAGE GROVE","89TH STREET","34.582"
"November 2024","Weekday","4","North","400","2469","COTTAGE GROVE","88TH STREET","26.02"
"November 2024","Weekday","4","North","410","2470","COTTAGE GROVE","87TH STREET","245.969"
"November 2024","Weekday","4","North","420","2471","COTTAGE GROVE","86TH STREET","119.017"
"November 2024","Weekday","4","North","430","2472","COTTAGE GROVE","85TH STREET","99.003"
"November 2024","Weekday","4","North","440","2473","COTTAGE GROVE","84TH STREET","45.198"
"November 2024","Weekday","4","North","450","2474","COTTAGE GROVE","83RD STREET","129.923"
"November 2024","Weekday","4","North","460","2475","COTTAGE GROVE","82ND STREET","91.5"
"November 2024","Weekday","4","North","470","14952","COTTAGE GROVE","81ST STREET","101.016"
"November 2024","Weekday","4","North","480","2477","COTTAGE GROVE","80TH STREET","45.224"
"November 2024","Weekday","4","North","500","2478","COTTAGE GROVE","79TH STREET","220.346"
"November 2024","Weekday","4","North","510","2479","COTTAGE GROVE","78TH STREET","26.078"
"November 2024","Weekday","4","North","520","17103","COTTAGE GROVE","77TH STREET","32.414"
"November 2024","Weekday","4","North","530","2481","COTTAGE GROVE","76TH STREET","37.722"
"November 2024","Weekday","4","North","540","18653","75TH STREET","COTTAGE GROVE","73.302"
"November 2024","Weekday","4","North","550","10940","75TH STREET","DREXEL","3.785"
"November 2024","Weekday","4","North","560","10942","75TH STREET","ELLIS","5.454"
"November 2024","Weekday","4","North","570","10943","75TH STREET","GREENWOOD","14.324"
"November 2024","Weekday","4","North","580","7398","SOUTH CHICAGO","75TH STREET/WOODLAWN","4.138"
"November 2024","Weekday","4","North","590","7399","SOUTH CHICAGO","74TH STREET","8.241"
"November 2024","Weekday","4","North","600","7400","SOUTH CHICAGO","73RD STREET","22.034"
"November 2024","Weekday","4","North","610","7401","SOUTH CHICAGO","INGLESIDE","23.941"
"November 2024","Weekday","4","North","630","14573","COTTAGE GROVE","71ST STREET/SOUTH CHICAGO","148.74"
"November 2024","Weekday","4","North","640","2487","COTTAGE GROVE","7000 SOUTH","10.863"
"November 2024","Weekday","4","North","650","2488","COTTAGE GROVE","69TH STREET","24.627"
"November 2024","Weekday","4","North","660","2489","COTTAGE GROVE","68TH STREET","13.154"
"November 2024","Weekday","4","North","670","18005","COTTAGE GROVE","67TH STREET","132.593"
"November 2024","Weekday","4","North","680","2491","COTTAGE GROVE","MARQUETTE RD","46.447"
"November 2024","Weekday","4","North","690","18006","COTTAGE GROVE","65TH STREET","23.177"
"November 2024","Weekday","4","North","700","18007","COTTAGE GROVE","64TH STREET","35.71"
"November 2024","Weekday","4","North","720","17572","COTTAGE GROVE","63RD STREET","199.227"
"November 2024","Weekday","4","North","730","2495","COTTAGE GROVE","62ND STREET","14.887"
"November 2024","Weekday","4","North","740","2496","COTTAGE GROVE","61ST STREET","125.452"
"November 2024","Weekday","4","North","750","2497","COTTAGE GROVE","60TH STREET","51.265"
"November 2024","Weekday","4","North","760","2498","COTTAGE GROVE","59TH STREET","15.36"
"November 2024","Weekday","4","North","770","2499","COTTAGE GROVE","58TH STREET","89.093"
"November 2024","Weekday","4","North","780","15164","COTTAGE GROVE","57TH STREET","48.911"
"November 2024","Weekday","4","North","790","2501","COTTAGE GROVE","56TH STREET","3.821"
"November 2024","Weekday","4","North","810","15148","COTTAGE GROVE","55TH STREET","65.952"
"November 2024","Weekday","4","North","820","2503","COTTAGE GROVE","54TH STREET","8.256"
"November 2024","Weekday","4","North","830","2504","COTTAGE GROVE","53RD STREET","39.95"
"November 2024","Weekday","4","North","840","2505","COTTAGE GROVE","52ND STREET","10.798"
"November 2024","Weekday","4","North","850","2506","COTTAGE GROVE","DREXEL SQUARE DRIVE","7.464"
"November 2024","Weekday","4","North","860","2507","COTTAGE GROVE","51ST STREET","141.091"
"November 2024","Weekday","4","North","870","2508","COTTAGE GROVE","50TH STREET","14.322"
"November 2024","Weekday","4","North","880","2509","COTTAGE GROVE","49TH STREET","67.829"
"November 2024","Weekday","4","North","890","2510","COTTAGE GROVE","48TH STREET","10.971"
"November 2024","Weekday","4","North","910","14574","COTTAGE GROVE","47TH STREET","159.981"
"November 2024","Weekday","4","North","920","15932","COTTAGE GROVE","46TH STREET","29.973"
"November 2024","Weekday","4","North","930","2513","COTTAGE GROVE","45TH STREET","40.423"
"November 2024","Weekday","4","North","940","2514","COTTAGE GROVE","44TH STREET","31.891"
"November 2024","Weekday","4","North","950","2515","COTTAGE GROVE","43RD STREET","65.499"
"November 2024","Weekday","4","North","970","17044","DREXEL","44TH STREET","7.858"
"November 2024","Weekday","4","North","980","2516","COTTAGE GROVE","42ND STREET","32.183"
"November 2024","Weekday","4","North","990","2517","COTTAGE GROVE","41ST STREET (north leg)","14.602"
"November 2024","Weekday","4","North","1000","2518","COTTAGE GROVE","40TH STREET","17.078"
"November 2024","Weekday","4","North","1010","2519","COTTAGE GROVE","OAKWOOD BLVD","4.543"
"November 2024","Weekday","4","North","1030","2520","COTTAGE GROVE","PERSHING","39.783"
"November 2024","Weekday","4","North","1040","15866","COTTAGE GROVE","38TH STREET","24.835"
"November 2024","Weekday","4","North","1050","2522","COTTAGE GROVE","37TH STREET","19.384"
"November 2024","Weekday","4","North","1060","2523","COTTAGE GROVE","36TH STREET","17.481"
"November 2024","Weekday","4","North","1070","2524","COTTAGE GROVE","35TH STREET","21.504"
"November 2024","Weekday","4","North","1080","7629","35TH STREET","west of COTTAGE GROVE","38.306"
"November 2024","Weekday","4","North","1090","2527","35TH STREET","LAKE MEADOWS S.C.ENTRANCE","72.928"
"November 2024","Weekday","4","North","1100","2528","35TH STREET","KING DRIVE","61.225"
"November 2024","Weekday","4","North","1120","7631","35TH STREET","GILES","21.379"
"November 2024","Weekday","4","North","1130","15314","INDIANA","35TH STREET","33.625"
"November 2024","Weekday","4","North","1140","1560","INDIANA","34TH STREET","5.644"
"November 2024","Weekday","4","North","1150","16119","INDIANA","33RD BOULEVARD","33.12"
"November 2024","Weekday","4","North","1160","1562","INDIANA","32ND STREET","24.701"
"November 2024","Weekday","4","North","1170","1563","INDIANA","31ST STREET","18.377"
"November 2024","Weekday","4","North","1180","1564","MICHIGAN","3000 SOUTH","16.876"
"November 2024","Weekday","4","North","1190","1565","MICHIGAN","29TH STREET","29.753"
"November 2024","Weekday","4","North","1200","1566","MICHIGAN","28TH STREET","24.887"
"November 2024","Weekday","4","North","1210","1567","MICHIGAN","26TH STREET","62.863"
"November 2024","Weekday","4","North","1220","1568","MICHIGAN","25TH STREET","8.081"
"November 2024","Weekday","4","North","1230","15313","MICHIGAN","24TH STREET","9.584"
"November 2024","Weekday","4","North","1240","1570","MICHIGAN","23RD STREET","16.656"
"November 2024","Weekday","4","North","1250","15312","MICHIGAN","CERMAK","28.93"
"November 2024","Weekday","4","North","1260","1573","MICHIGAN","21ST STREET","21.462"
"November 2024","Weekday","4","North","1270","1574","MICHIGAN","CULLERTON","47.803"
"November 2024","Weekday","4","North","1280","1575","MICHIGAN","18TH STREET","39.336"
"November 2024","Weekday","4","North","1300","14760","MICHIGAN","16TH STREET","44.598"
"November 2024","Weekday","4","North","1310","18318","MICHIGAN","14TH STREET","42.945"
"November 2024","Weekday","4","North","1320","1579","MICHIGAN","13TH STREET","40.207"
"November 2024","Weekday","4","North","1330","1580","MICHIGAN","ROOSEVELT","66.328"
"November 2024","Weekday","4","North","1350","1581","MICHIGAN","11TH STREET","26.079"
"November 2024","Weekday","4","North","1360","1582","MICHIGAN","9TH STREET","13.465"
